Number,Gender,GivenName,Surname,EmailAddress,NationalID,Birthday,Occupation,TelephoneNumber
7773,female,Luiza,Adamska,LuizaAdamska@teleworm.us,74072812540,7/28/1974,"Critical care nurse","72 741 18 78"
7774,female,Wiktoria,Wojciechowska,WiktoriaWojciechowska@teleworm.us,84041393844,4/13/1984,"Armed Forces","69 115 85 89"
7775,female,Asia,Nowicka,AsiaNowicka@dayrep.com,93120878446,12/8/1993,"Ambulance attendant","51 463 93 49"
7776,male,Tytus,Chmielewski,TytusChmielewski@armyspy.com,76120912756,12/9/1976,"Extruding, forming, pressing, and compacting machine operator","72 130 35 27"
7777,male,Nikifor,Czarnecki,NikiforCzarnecki@fleckens.hu,80033010975,3/30/1980,Sociologist,"69 582 83 35"
7778,male,Lew,Jasiński,LewJasinski@einrot.com,91092394458,9/23/1991,"Customs inspector","69 389 69 48"
7779,female,Ludwika,Sawicka,LudwikaSawicka@einrot.com,94022340347,2/23/1994,"Bill and account collector","69 516 79 16"
7780,female,Kaja,"Dąbrowski ",KajaDabrowski@armyspy.com,63030952688,3/9/1963,"Wholesale buyer","60 255 54 45"
7781,female,Leokadia,Woźniak,LeokadiaWozniak@cuvox.de,69042896848,4/28/1969,"Employee assistance plan manager","79 961 98 78"
7782,female,Wacława,Tomaszewska,WaclawaTomaszewska@gustr.com,69062143782,6/21/1969,"Nurse practitioner","79 216 33 80"
7783,female,Beata,Nowicka,BeataNowicka@jourrapide.com,88061589520,6/15/1988,"Environmental technician","88 339 88 72"
7784,male,Fryderyk,Olszewski,FryderykOlszewski@dayrep.com,60091575270,9/15/1960,"Dredge, excavating, and loading machine operator","88 945 85 71"
7785,male,Przemko,Pawlak,PrzemkoPawlak@cuvox.de,87122641450,12/26/1987,"Material recording","67 937 79 70"
7786,male,Aureliusz,Gorski,AureliuszGorski@cuvox.de,80120954412,12/9/1980,"Broker associate","78 331 04 45"
7787,female,Hanna,Majewska,HannaMajewska@armyspy.com,63071657609,7/16/1963,"Painting and coating worker","79 773 97 95"
7788,female,Józefa,Rutkowska,JozefaRutkowska@superrito.com,97091272302,9/12/1997,"Bench jeweler","67 158 44 73"
7789,female,Augustyna,Nowakowska,AugustynaNowakowska@armyspy.com,99031558486,3/15/1999,"Refractory mason","72 532 44 80"
7790,male,Nikifor,Kwiatkowski,NikiforKwiatkowski@jourrapide.com,94090626774,9/6/1994,Translator,"66 894 31 16"
7791,female,Sylwia,Dudek,SylwiaDudek@gustr.com,77042155629,4/21/1977,"Optical goods worker","69 284 78 94"
7792,female,Tekla,Borkowska,TeklaBorkowska@superrito.com,67040591567,4/5/1967,"Time and attendance clerk","69 491 46 23"
7793,female,Jagoda,Jasińska,JagodaJasinska@dayrep.com,78022860089,2/28/1978,Mechanic,"72 554 47 37"
7794,female,Barbara,Adamska,BarbaraAdamska@fleckens.hu,85071141249,7/11/1985,"Sales engineer","79 694 44 64"
7795,female,Lucyna,Duda,LucynaDuda@rhyta.com,85012967967,1/29/1985,Ergonomist,"53 808 87 63"
7796,female,Sylwia,Ostrowska,SylwiaOstrowska@fleckens.hu,77061744682,6/17/1977,"Transit and railroad police","79 214 19 89"
7797,female,Zdzisława,Kalinowska,ZdzislawaKalinowska@cuvox.de,62081766367,8/17/1962,"Copy editor","51 990 88 79"
7798,male,Hieronim,Pawłowski,HieronimPawlowski@dayrep.com,66062794772,6/27/1966,"Pest control technician","60 549 55 13"
7799,female,Ksenia,Zielinska,KseniaZielinska@superrito.com,72062257540,6/22/1972,"Agent-contract clerk","69 184 88 88"
7800,female,Celina,Sawicka,CelinaSawicka@armyspy.com,69090882480,9/8/1969,"Cementing and gluing machine tender","67 317 16 13"
7801,female,Ewa,Kalinowska,EwaKalinowska@einrot.com,73020928461,2/9/1973,"Furniture finisher","69 936 19 42"
7802,female,Bronisława,Kamińska,BronislawaKaminska@cuvox.de,82111284988,11/12/1982,"Health services manager","67 498 22 99"
7803,male,Mieczysław,Król,MieczyslawKrol@superrito.com,96011590555,1/15/1996,"Floor installer","66 763 15 41"
7804,female,Walentyna,Dudek,WalentynaDudek@dayrep.com,81050899068,5/8/1981,Usher,"60 849 60 85"
7805,male,Metody,Michalski,MetodyMichalski@superrito.com,94020868676,2/8/1994,"Computer-controlled machine tool operator","79 896 47 43"
7806,female,Hanna,Grabowska,HannaGrabowska@fleckens.hu,62051953263,5/19/1962,"Plumbing inspector","67 455 61 56"
7807,female,Zoja,"Dąbrowski ",ZojaDabrowski@teleworm.us,92020598120,2/5/1992,"Real property assessor","53 189 56 23"
7808,female,Anastazja,Walczak,AnastazjaWalczak@gustr.com,59112012005,11/20/1959,"En route controller","60 359 36 19"
7809,male,Jeronim,Walczak,JeronimWalczak@fleckens.hu,71060386892,6/3/1971,"Clinical chemistry technologist","51 415 82 27"
7810,female,Klaudia,"Nowak ",KlaudiaNowak@superrito.com,78052110941,5/21/1978,"Instructional materials director","79 697 10 88"
7811,male,Feliks,Grabowski,FeliksGrabowski@armyspy.com,80051340238,5/13/1980,"Corporate secretary","53 472 56 68"
7812,male,Nikifor,Rutkowski,NikiforRutkowski@superrito.com,70060158016,6/1/1970,"Semiconductor processor","53 646 33 05"
7813,male,Przemysł,Szczepański,PrzemyslSzczepanski@armyspy.com,97032898576,3/28/1997,"Secondary school teacher","53 117 45 37"
7814,male,Gabrjel,Pawlak,GabrjelPawlak@jourrapide.com,76111074133,11/10/1976,"Worker compensation coordinator","72 231 23 18"
7815,female,Izolda,Olszewska,IzoldaOlszewska@gustr.com,63060571121,6/5/1963,Microbiologist,"67 648 44 88"
7816,female,Jadwiga,Dudek,JadwigaDudek@cuvox.de,67071035980,7/10/1967,"Bonus clerk","78 661 22 70"
7817,male,Mścisław,Wiśniewski,MscislawWisniewski@dayrep.com,83080991477,8/9/1983,"Teller supervisor","78 621 59 53"
7818,male,Wacław,Czarnecki,WaclawCzarnecki@teleworm.us,89101000618,10/10/1989,"Child welfare social worker","69 683 22 20"
7819,male,Aureliusz,Wieczorek,AureliuszWieczorek@rhyta.com,65051707153,5/17/1965,"Press operator","67 949 47 76"
7820,female,Julita,Kalinowska,JulitaKalinowska@teleworm.us,94022881185,2/28/1994,"Student affairs administrator","53 879 01 76"
7821,female,Wiga,Wieczorek,WigaWieczorek@teleworm.us,83050417648,5/4/1983,Conductor,"51 784 63 31"
7822,female,Izabella,Adamska,IzabellaAdamska@superrito.com,89041816645,4/18/1989,Pilot,"79 767 07 35"
7823,female,Bogusława,Kalinowska,BoguslawaKalinowska@teleworm.us,83032373900,3/23/1983,"Campaign manager","72 135 79 30"
7824,male,Ireneusz,Zawadzki,IreneuszZawadzki@cuvox.de,77022207775,2/22/1977,"Emergency physician","69 372 02 91"
7825,male,Ksawery,Jaworski,KsaweryJaworski@cuvox.de,65041522999,4/15/1965,"Dairy farmer","67 159 06 17"
7826,female,Julita,Gorska,JulitaGorska@teleworm.us,85010791944,1/7/1985,"Central office installer","69 952 56 19"
7827,female,Zosia,Kwiatkowska,ZosiaKwiatkowska@cuvox.de,95030617162,3/6/1995,"Tile finisher","67 665 80 68"
7828,female,Izabella,Ostrowska,IzabellaOstrowska@superrito.com,62080373889,8/3/1962,Florist,"69 124 68 92"
7829,male,Eugeniusz,Kozłowski,EugeniuszKozlowski@teleworm.us,78020563878,2/5/1978,"Human services manager","69 553 28 24"
7830,female,Katarzyna,Rutkowska,KatarzynaRutkowska@gustr.com,93090758881,9/7/1993,Facilitator,"66 312 67 99"
7831,female,Adrianna,Kwiatkowska,AdriannaKwiatkowska@jourrapide.com,94030727127,3/7/1994,"Instructional assistant","69 650 91 83"
7832,female,Malina,Grabowska,MalinaGrabowska@fleckens.hu,62051042068,5/10/1962,"English to speakers of other languages teacher","67 688 84 26"
7833,male,Sylwester,Pawłowski,SylwesterPawlowski@einrot.com,76072629496,7/26/1976,"Community outreach worker","88 501 31 64"
7834,female,Mieczysława,Michalska,MieczyslawaMichalska@armyspy.com,97082807269,8/28/1997,"Cable line installer","51 869 32 40"
7835,male,Ksawery,Woźniak,KsaweryWozniak@gustr.com,77072154270,7/21/1977,"Physical therapist aide","51 168 62 49"
7836,male,Dobrosław,Wieczorek,DobroslawWieczorek@fleckens.hu,99081619098,8/16/1999,"Cardiac and vascular nurse","60 237 09 73"
7837,male,Maksymilian,Zawadzki,MaksymilianZawadzki@rhyta.com,81072383859,7/23/1981,Teller,"66 932 30 24"
7838,male,Ignacy,Kowalczyk,IgnacyKowalczyk@teleworm.us,77110893392,11/8/1977,"Internet developer","69 953 88 82"
7839,female,Lechosława,Duda,LechoslawaDuda@fleckens.hu,88101877400,10/18/1988,"Real-time captioner","53 808 01 79"
7840,male,Kasper,Wieczorek,KasperWieczorek@gustr.com,86112912714,11/29/1986,"Job estimator","53 192 69 60"
7841,male,Gustaw,Czerwinski,GustawCzerwinski@teleworm.us,63052411475,5/24/1963,"Boat operator","72 329 87 70"
7842,female,Kinga,Chmielewska,KingaChmielewska@jourrapide.com,70061690281,6/16/1970,"Receiving clerk","88 704 63 20"
7843,male,Tytus,Szczepański,TytusSzczepanski@einrot.com,90032946430,3/29/1990,"Engineering technician","79 749 80 87"
7844,female,Gabriela,Kwiatkowska,GabrielaKwiatkowska@fleckens.hu,83123145443,12/31/1983,"Transfer clerk","60 112 24 49"
7845,female,Anka,Jabłońska,AnkaJablonska@superrito.com,89040568024,4/5/1989,Janitor,"88 653 91 91"
7846,male,Emeryk,"Dąbrowski ",EmerykDabrowski@dayrep.com,87030106298,3/1/1987,"Agent-contract clerk","67 561 15 48"
7847,female,Zuzanna,Olszewska,ZuzannaOlszewska@dayrep.com,96052245922,5/22/1996,"Rolling machine tender","60 235 34 64"
7848,female,Ewa,Szczepańska,EwaSzczepanska@superrito.com,66100951848,10/9/1966,"Licensed clinical social worker","66 871 21 33"
7849,male,Lechosław,Grabowski,LechoslawGrabowski@einrot.com,71010920772,1/9/1971,"Deck officer","88 324 82 19"
7850,male,Bogumił,Zielinski,BogumilZielinski@gustr.com,63080979112,8/9/1963,Lyricist,"88 248 41 31"
7851,female,Jolanta,Symanska,JolantaSymanska@teleworm.us,67121765764,12/17/1967,"Funeral manager","53 216 19 47"
7852,male,Lesław,Jaworski,LeslawJaworski@gustr.com,88122525014,12/25/1988,"Textile cutting machine operator","79 907 79 11"
7853,female,Apolonia,Adamska,ApoloniaAdamska@cuvox.de,93021323300,2/13/1993,"Medical equipment repairer","51 336 06 29"
7854,male,Maksymilian,Pawlak,MaksymilianPawlak@armyspy.com,75041556359,4/15/1975,Librarian,"67 164 93 53"
7855,male,Czcibor,Grabowski,CzciborGrabowski@fleckens.hu,83031372511,3/13/1983,"Insurance broker","51 735 96 57"
7856,male,Augustyn,Adamski,AugustynAdamski@gustr.com,90092952251,9/29/1990,"Personal and home care aide","53 212 93 31"
7857,female,Karina,Czarnecka,KarinaCzarnecka@armyspy.com,62101986508,10/19/1962,"Floor installer","67 995 22 83"
7858,male,Kuba,Król,KubaKrol@superrito.com,59040328014,4/3/1959,Essayist,"69 968 74 75"
7859,female,Oliwia,Symanska,OliwiaSymanska@fleckens.hu,59092188585,9/21/1959,"Decommissioning and decontamination (D&D) worker","67 868 04 60"
7860,female,Ksenia,Duda,KseniaDuda@einrot.com,64120266241,12/2/1964,"Land acquisition manager","53 482 26 95"
7861,male,Alojzy,Adamczyk,AlojzyAdamczyk@dayrep.com,90081392855,8/13/1990,Journalist,"60 795 08 59"
7862,male,Henio,Kucharski,HenioKucharski@superrito.com,96111892391,11/18/1996,"Cooling and freezing equipment operator","78 385 18 98"
7863,female,Wacława,Dudek,WaclawaDudek@teleworm.us,70110923504,11/9/1970,"Computer training specialist","67 981 97 92"
7864,male,Hainrich,Piotrowski,HainrichPiotrowski@rhyta.com,61040741939,4/7/1961,"Pulmonary function technologist","72 435 00 85"
7865,male,Eligiusz,Nowicki,EligiuszNowicki@einrot.com,93062414292,6/24/1993,Ultrasonographer,"66 131 72 11"
7866,male,Jaromir,Gorski,JaromirGorski@cuvox.de,86011162759,1/11/1986,"Diesel train engineer","88 449 95 23"
7867,female,Dobrosława,Wieczorek,DobroslawaWieczorek@gustr.com,75011408202,1/14/1975,"Card punching machine operator","53 874 40 40"
7868,male,Miłogost,Majewski,MilogostMajewski@cuvox.de,74062132737,6/21/1974,"Technical sales manager","72 350 68 04"
7869,female,Weronika,Majewska,WeronikaMajewska@cuvox.de,93081041941,8/10/1993,"Plating and coating machine tender","88 220 21 88"
7870,male,Rajmund,Walczak,RajmundWalczak@armyspy.com,75110513935,11/5/1975,"Occupational health nurse","88 923 26 53"
7871,male,Aleksy,Adamczyk,AleksyAdamczyk@gustr.com,65022011959,2/20/1965,"Model maker","72 426 76 26"
7872,male,Konstanty,Sokołowski,KonstantySokolowski@jourrapide.com,75053002958,5/30/1975,"Home care aide","79 298 61 07"
7873,male,Marcin,Symanski,MarcinSymanski@fleckens.hu,74040894118,4/8/1974,"Management accountant","67 849 87 32"
7874,male,Miron,Kucharski,MironKucharski@rhyta.com,99102886094,10/28/1999,Ophthalmologist,"51 247 58 29"
7875,female,Angelika,Sawicka,AngelikaSawicka@superrito.com,71031823328,3/18/1971,"Line erector","67 229 94 45"
7876,male,Dariusz,Zając,DariuszZajac@einrot.com,65041836713,4/18/1965,"Career-technology teacher","69 772 41 01"
7877,male,Dobromił,"Nowak ",DobromilNowak@teleworm.us,87011909492,1/19/1987,"Telephone station installer","69 682 11 00"
7878,female,Walentyna,Michalska,WalentynaMichalska@superrito.com,71042885441,4/28/1971,"Conservation scientist","79 780 52 15"
7879,male,Mikolaj,Nowakowski,MikolajNowakowski@superrito.com,90042033838,4/20/1990,"Team assembler","60 898 95 09"
7880,male,Bolesław,Olszewski,BoleslawOlszewski@fleckens.hu,95110480491,11/4/1995,"Benefits clerk","67 487 77 91"
7881,male,Jozafat,Kalinowski,JozafatKalinowski@cuvox.de,59091753430,9/17/1959,"Executive office administrator","66 734 61 12"
7882,male,Longin,Nowakowski,LonginNowakowski@cuvox.de,70101113251,10/11/1970,"Risk and insurance manager","79 958 06 53"
7883,male,Jacenty,Kaczmarek,JacentyKaczmarek@rhyta.com,97091193913,9/11/1997,"Office machine and cash register technician","67 525 79 37"
7884,female,Walentyna,Zając,WalentynaZajac@cuvox.de,91070969968,7/9/1991,"Computer technology trainer","60 806 50 91"
7885,female,Stefcia,Kwiatkowska,StefciaKwiatkowska@jourrapide.com,86051042927,5/10/1986,Captain,"66 234 37 75"
7886,female,Bolesława,Michalska,BoleslawaMichalska@dayrep.com,65070864141,7/8/1965,"Transportation inspector","53 284 77 89"
7887,male,Cyryl,Woźniak,CyrylWozniak@cuvox.de,74103029372,10/30/1974,"Parking enforcement worker","66 770 95 90"
7888,male,Tytus,Piotrowski,TytusPiotrowski@fleckens.hu,65112290378,11/22/1965,"Mail machine operator","67 603 99 27"
7889,male,Gabrysz,Nowicki,GabryszNowicki@armyspy.com,72031521353,3/15/1972,"Fire inspector","60 226 65 46"
7890,male,Wawrzyniec,Olszewski,WawrzyniecOlszewski@superrito.com,95101145415,10/11/1995,"Cable splicer","78 859 52 04"
7891,female,Gracja,Kaczmarek,GracjaKaczmarek@rhyta.com,98020419146,2/4/1998,Server,"78 139 33 95"
7892,male,Wielisław,Król,WielislawKrol@gustr.com,62012520312,1/25/1962,Tester,"72 766 55 36"
7893,male,Zdzisław,Kaczmarek,ZdzislawKaczmarek@rhyta.com,78031897353,3/18/1978,"Painting, coating, and decorating worker","72 762 53 87"
7894,male,Sławomir,Kucharski,SlawomirKucharski@rhyta.com,71112929833,11/29/1971,"Pesticide sprayer","51 747 20 99"
7895,male,Jarek,Nowicki,JarekNowicki@gustr.com,86121442833,12/14/1986,"Urban and regional planner","72 917 29 70"
7896,female,Lidia,Gorska,LidiaGorska@rhyta.com,61082284146,8/22/1961,"Mixing and blending machine tender","51 211 46 67"
7897,male,Gabrjel,Wojciechowski,GabrjelWojciechowski@teleworm.us,95012090514,1/20/1995,Engineer,"72 870 43 24"
7898,female,Albina,Chmielewska,AlbinaChmielewska@rhyta.com,95022526867,2/25/1995,"Professional property manager","79 748 94 39"
7899,male,Jaropełk,Kaczmarek,JaropelkKaczmarek@superrito.com,76011798870,1/17/1976,"Elevator mechanic","69 533 06 67"
7900,female,Róża,Nowicka,RozaNowicka@cuvox.de,72032375982,3/23/1972,"Palliative care nurse","78 167 51 78"
7901,male,Krzyś,Kalinowski,KrzysKalinowski@gustr.com,68071817897,7/18/1968,"Medical technician","79 257 35 07"
7902,male,Amadej,Nowicki,AmadejNowicki@gustr.com,95103185651,10/31/1995,"Electronic publishing specialist","51 824 27 84"
7903,male,Fryderyk,Kaczmarek,FryderykKaczmarek@teleworm.us,65122559995,12/25/1965,Essayist,"53 460 21 59"
7904,male,Klimek,Michalski,KlimekMichalski@armyspy.com,95101872618,10/18/1995,"Medical scientist","78 929 05 03"
7905,female,Gabriela,Majewska,GabrielaMajewska@cuvox.de,00290748882,9/7/2000,"Rehabilitation nurse","88 392 11 66"
7906,male,Wojciech,Nowicki,WojciechNowicki@superrito.com,85022689958,2/26/1985,"Electronic reporter","51 838 48 23"
7907,female,Oliwia,Czarnecka,OliwiaCzarnecka@fleckens.hu,90071348565,7/13/1990,"Hand compositor","53 999 42 36"
7908,male,Kazimierz,Kowalski,KazimierzKowalski@teleworm.us,60072794955,7/27/1960,"Billing clerk","53 739 61 58"
7909,female,Julitta,Borkowska,JulittaBorkowska@einrot.com,81100558901,10/5/1981,"Gerontology social worker","60 740 41 65"
7910,male,Stanisław,Sokołowski,StanislawSokolowski@armyspy.com,95021641019,2/16/1995,"Building construction estimator","51 119 55 12"
7911,female,Gabriela,Grabowska,GabrielaGrabowska@armyspy.com,71052902862,5/29/1971,"Shipping, receiving, and traffic clerk","53 155 32 31"
7912,female,Tekla,Kozłowska,TeklaKozlowska@superrito.com,96101200283,10/12/1996,"Building cleaning worker","79 302 88 51"
7913,male,Czcibor,Ostrowski,CzciborOstrowski@jourrapide.com,62060375032,6/3/1962,"Crushing, grinding, and polishing machine tender","53 147 54 78"
7914,male,Rościsław,"Nowak ",RoscislawNowak@armyspy.com,67050711315,5/7/1967,Brickmason,"78 886 75 09"
7915,female,Bronisława,Pawłowska,BronislawaPawlowska@cuvox.de,75060456188,6/4/1975,"Clinical psychologist","51 498 56 55"
7916,male,Frydrych,Wysocki,FrydrychWysocki@superrito.com,68123116398,12/31/1968,"Soldering worker","53 648 13 44"
7917,female,Klementyna,Kwiatkowska,KlementynaKwiatkowska@dayrep.com,67012638261,1/26/1967,"Rigging slinger","66 231 19 66"
7918,female,Mieczysława,Kamińska,MieczyslawaKaminska@fleckens.hu,80022524700,2/25/1980,Stratigrapher,"88 300 36 29"
7919,male,Zachariasz,Maciejewski,ZachariaszMaciejewski@jourrapide.com,77071519210,7/15/1977,"Harbor pilot","69 992 77 97"
7920,male,Lucjan,Grabowski,LucjanGrabowski@einrot.com,94022684511,2/26/1994,"Mining and geological engineer","79 149 37 40"
7921,male,Ryszard,Kaczmarek,RyszardKaczmarek@superrito.com,79081332579,8/13/1979,Songwriter,"51 275 77 96"
7922,female,Konstancja,Olszewska,KonstancjaOlszewska@gustr.com,97040483009,4/4/1997,"Police dispatcher","72 426 80 22"
7923,male,Justyn,Jasiński,JustynJasinski@gustr.com,72072651116,7/26/1972,"A & P mechanic","78 141 24 92"
7924,male,Bazyli,Nowakowski,BazyliNowakowski@dayrep.com,82072591639,7/25/1982,"Garment presser","72 218 42 78"
7925,male,Maksymilian,Grabowski,MaksymilianGrabowski@fleckens.hu,87092460653,9/24/1987,"Guide interpreter","88 633 13 80"
7926,male,Sergiusz,Kowalski,SergiuszKowalski@superrito.com,98042732115,4/27/1998,"A & P mechanic","66 882 22 67"
7927,male,Dorofiej,Gorski,DorofiejGorski@armyspy.com,71072542110,7/25/1971,"Automotive glass repairer","67 216 40 11"
7928,male,Jarosław,Majewski,JaroslawMajewski@jourrapide.com,93042407979,4/24/1993,"Patient educator","88 916 56 89"
7929,female,Weronika,Pawłowska,WeronikaPawlowska@teleworm.us,70051143962,5/11/1970,"Laboratory animal technician","60 428 89 09"
7930,female,Bożena,Ostrowska,BozenaOstrowska@dayrep.com,62073071806,7/30/1962,"Keypunch technician","66 344 79 66"
7931,male,Ryszard,Zielinski,RyszardZielinski@rhyta.com,87042991653,4/29/1987,"Streetcar operator","60 640 27 24"
7932,male,Iwan,Czerwinski,IwanCzerwinski@gustr.com,80021889057,2/18/1980,"Credit clerk","72 400 53 50"
7933,male,Hipolit,Gorski,HipolitGorski@jourrapide.com,77032793736,3/27/1977,Clerk,"78 899 63 09"
7934,female,Augustyna,Gorska,AugustynaGorska@dayrep.com,77041462508,4/14/1977,"Embossing machine operator","69 963 83 09"
7935,female,Jolanta,Sokołowska,JolantaSokolowska@superrito.com,88121615545,12/16/1988,"University faculty","78 896 18 36"
7936,male,Nikifor,"Dąbrowski ",NikiforDabrowski@teleworm.us,72102828091,10/28/1972,"Diesel service technician","51 454 77 92"
7937,female,Lidia,Kwiatkowska,LidiaKwiatkowska@cuvox.de,60112916404,11/29/1960,"Uniformed police officer","67 816 65 08"
7938,male,Dariusz,Adamczyk,DariuszAdamczyk@jourrapide.com,81030320474,3/3/1981,"Pesticide applicator","60 292 92 28"
7939,male,Bazyli,Wojciechowski,BazyliWojciechowski@armyspy.com,67122228158,12/22/1967,"Health information manager","78 468 42 27"
7940,female,Waleria,Sokołowska,WaleriaSokolowska@rhyta.com,92081706281,8/17/1992,"Hotel desk clerk","79 569 90 62"
7941,female,Felicyta,Wieczorek,FelicytaWieczorek@rhyta.com,77100716126,10/7/1977,"Title examiner","51 728 09 89"
